"#property","prefCode","regionCode","prefName","cityName","surveyDate","regionName","totalPopulation","male","woman","man1","woman1","man2","woman2","man3","woman3","man4","woman4","man5","woman5","man6","woman6","man7","woman7","man8","woman8","man9","woman9","man10","woman10","man11","woman11","man12","woman12","man13","woman13","man14","woman14","man15","woman15","man16","woman16","man17","woman17","man18","woman18","numberOfHouseholds","note","location"
"1","37201",,"香川県","高松市","5/1/2020","塩屋町","227","100","127","0","6","3","1","4","2","2","4","4","7","8","5","3","4","9","8","11","7","11","13","7","12","10","9","4","8","4","9","9","9","4","7","2","7","5","9","140",,","
"2","37201",,"香川県","高松市","5/1/2020","築地町","656","308","348","4","7","6","8","8","7","12","5","8","16","27","18","12","17","16","17","24","17","22","31","23","20","26","29","25","28","21","26","35","26","17","28","14","18","8","30","397",,","
"3","37201",,"香川県","高松市","5/1/2020","塩上町","117","61","56","1","0","2","1","0","0","2","1","8","2","12","4","8","1","0","3","1","7","5","1","1","3","4","4","1","2","5","2","4","4","2","11","2","4","3","6","83",,","
"4","37201",,"香川県","高松市","5/1/2020","塩上町１丁目","220","111","109","1","1","2","2","2","0","5","2","5","8","8","8","3","4","9","1","6","3","10","5","9","10","5","5","5","6","5","11","14","11","8","12","8","9","6","11","149",,","
"5","37201",,"香川県","高松市","5/1/2020","塩上町２丁目","739","354","385","7","10","7","8","11","10","14","11","27","27","28","16","16","15","21","19","29","28","34","35","22","24","28","23","25","25","19","24","28","27","16","28","9","21","13","34","470",,","
"6","37201",,"香川県","高松市","5/1/2020","塩上町３丁目","623","307","316","12","8","14","11","11","10","10","9","15","14","16","15","13","15","22","21","23","20","25","24","25","19","16","14","19","20","21","25","30","32","13","21","9","16","13","22","363",,","
"7","37201",,"香川県","高松市","5/1/2020","八坂町","83","35","48","2","1","1","1","0","2","0","0","0","1","2","5","2","0","2","2","6","5","2","1","0","2","3","1","0","3","1","5","3","4","3","5","4","2","4","8","49",,","
"8","37201",,"香川県","高松市","5/1/2020","福田町","253","116","137","2","4","7","2","5","6","11","3","8","5","3","3","3","4","4","5","9","15","8","8","6","7","6","12","13","9","6","10","8","15","7","6","5","4","5","19","136",,","
"9","37201",,"香川県","高松市","5/1/2020","常磐町１丁目","135","57","78","4","2","1","3","0","2","3","2","2","3","4","6","2","1","3","7","5","7","4","7","7","4","8","8","1","4","2","5","6","3","1","2","1","3","3","9","74",,","
"10","37201",,"香川県","高松市","5/1/2020","常磐町２丁目","269","129","140","1","4","3","1","1","2","1","4","11","15","16","12","3","5","9","7","10","6","5","6","12","10","10","10","9","5","7","9","12","9","8","10","5","13","6","12","182",,","
