#LINK,,,,
#lang,ja,,,
#attribution_name,高松市,,,
#license,http://creativecommons.org/licenses/by/3.0/deed.ja,,,
#file_name,0084,,,
#download_from,https://opendata.smartcity-takamatsu.jp/ckan/dataset/menu_Information,,,
#property,lunchDay,menuName,foodName,quantity
#object_type_xsd,string,string,string,string
#property_context,Assertion,Assertion,Assertion,Assertion
1,5/2/2022,コッペパン,コッペパン,50
2,5/2/2022,牛乳,牛乳,206
3,5/2/2022,チリコンカーン,豚肉並ミンチ,20
4,5/2/2022,チリコンカーン,（冷）白いんげん豆　,20
5,5/2/2022,チリコンカーン,（冷）金時豆　,15
6,5/2/2022,チリコンカーン,じゃがいも,55
7,5/2/2022,チリコンカーン,玉葱,40
8,5/2/2022,チリコンカーン,（袋）トマト水煮,8
9,5/2/2022,チリコンカーン,にんにく　,1
10,5/2/2022,チリコンカーン,パセリ,0.8
11,5/2/2022,チリコンカーン,サラダ油,1
12,5/2/2022,チリコンカーン,（袋）トマトケチャップ　,6
13,5/2/2022,チリコンカーン,中双糖,1.2
14,5/2/2022,チリコンカーン,ウスターソース,1
15,5/2/2022,チリコンカーン,赤ぶどう酒,1
16,5/2/2022,チリコンカーン,チキンコンソメ,0.5
17,5/2/2022,チリコンカーン,食塩,0.25
18,5/2/2022,チリコンカーン,チリパウダー,0.05
19,5/2/2022,チリコンカーン,湯,35
20,5/2/2022,アスパラガスのサラダ,アスパラガス,25
21,5/2/2022,アスパラガスのサラダ,きゅうり,25
22,5/2/2022,アスパラガスのサラダ,（缶）ホールコーン,5
23,5/2/2022,アスパラガスのサラダ,食酢,3
24,5/2/2022,アスパラガスのサラダ,サラダ油,1
25,5/2/2022,アスパラガスのサラダ,上白糖,1
26,5/2/2022,アスパラガスのサラダ,食塩,0.4
27,5/2/2022,アスパラガスのサラダ,こしょう,0.02
28,5/2/2022,チーズ,チーズ（鉄強化）,15
29,5/6/2022,麦ごはん,精白米（委託）,70
30,5/6/2022,麦ごはん,米粒麦　委託　,7
31,5/6/2022,牛乳　,牛乳,206
32,5/6/2022,さごしの味噌漬け焼き,冷）さごしの白みそづけ焼き,60
33,5/6/2022,そら豆のカレー揚げ,（冷）そら豆,25
34,5/6/2022,そら豆のカレー揚げ,食塩,0.08
35,5/6/2022,そら豆のカレー揚げ,カレー粉,0.03
36,5/6/2022,そら豆のカレー揚げ,でんぷん,4
37,5/6/2022,そら豆のカレー揚げ,食用油,4
38,5/6/2022,みそ汁,油揚げ,5
39,5/6/2022,みそ汁,キャベツ,20
40,5/6/2022,みそ汁,玉葱,15
41,5/6/2022,みそ汁,人参,5
42,5/6/2022,みそ汁,中ねぎ,5
43,5/6/2022,みそ汁,中みそ,6
44,5/6/2022,みそ汁,白みそ,5
45,5/6/2022,みそ汁,煮干し　だし用,4
46,5/6/2022,みそ汁,水,120
47,5/9/2022,えんどうごはん,精白米（自校）,68
48,5/9/2022,えんどうごはん,精白米（自校）,75
49,5/9/2022,えんどうごはん,むきえんどう　冷凍,10
50,5/9/2022,えんどうごはん,清酒,1.5
51,5/9/2022,えんどうごはん,食塩,0.8
52,5/9/2022,えんどうごはん,出し昆布,1
53,5/9/2022,牛乳,牛乳,206
54,5/9/2022,高野豆腐の卵とじ,鶏肉　胸・皮なし（２×２㎝）,12
55,5/9/2022,高野豆腐の卵とじ,鶏肉　もも・皮なし（２×２㎝）,8
56,5/9/2022,高野豆腐の卵とじ,清酒,1
57,5/9/2022,高野豆腐の卵とじ,鶏卵,20
58,5/9/2022,高野豆腐の卵とじ,高野豆腐（サイコロ）,18
59,5/9/2022,高野豆腐の卵とじ,玉葱,40
60,5/9/2022,高野豆腐の卵とじ,人参,8
61,5/9/2022,高野豆腐の卵とじ,（冷）さやいんげん　,7
62,5/9/2022,高野豆腐の卵とじ,生しいたけ（スライス）県産,4
63,5/9/2022,高野豆腐の卵とじ,しょうゆ,3.5
64,5/9/2022,高野豆腐の卵とじ,三温糖,2.5
65,5/9/2022,高野豆腐の卵とじ,食塩,0.3
66,5/9/2022,高野豆腐の卵とじ,削り節　だし用,2
67,5/9/2022,高野豆腐の卵とじ,湯,50
68,5/9/2022,小松菜とキャベツのあえもの,小松菜,25
69,5/9/2022,小松菜とキャベツのあえもの,キャベツ,35
70,5/9/2022,小松菜とキャベツのあえもの,人参,5
71,5/9/2022,小松菜とキャベツのあえもの,食酢,2.5
72,5/9/2022,小松菜とキャベツのあえもの,しょうゆ,2
73,5/9/2022,小松菜とキャベツのあえもの,上白糖,1.2
74,5/9/2022,小松菜とキャベツのあえもの,ごま油,0.7
75,5/10/2022,麦ごはん,精白米（委託）,70
