#LINK,,,,
#lang,ja,,,
#attribution_name,高松市,,,
#license,http://creativecommons.org/licenses/by/3.0/deed.ja,,,
#file_name,0084,,,
#download_from,https://opendata.smartcity-takamatsu.jp/ckan/dataset/menu_Information,,,
#property,lunchDay,menuName,foodName,quantity
#object_type_xsd,string,string,string,string
#property_context,Assertion,Assertion,Assertion,Assertion
1,10/3/2022,麦ごはん,精白米（委託）,70
2,10/3/2022,麦ごはん,米粒麦　委託　,7
3,10/3/2022,牛乳,牛乳,206
4,10/3/2022,ハンバーグきのこソースかけ,(冷)ハンバーグ鉄強化・減塩　ボイル用,60
5,10/3/2022,ハンバーグきのこソースかけ,玉葱,8
6,10/3/2022,ハンバーグきのこソースかけ,しめじ,8
7,10/3/2022,ハンバーグきのこソースかけ,エリンギカット,6
8,10/3/2022,ハンバーグきのこソースかけ,えのきたけ,5
9,10/3/2022,ハンバーグきのこソースかけ,生姜,0.3
10,10/3/2022,ハンバーグきのこソースかけ,にんにく　,0.1
11,10/3/2022,ハンバーグきのこソースかけ,サラダ油,0.8
12,10/3/2022,ハンバーグきのこソースかけ,トマトケチャップ,10
13,10/3/2022,ハンバーグきのこソースかけ,トマトピューレ,5
14,10/3/2022,ハンバーグきのこソースかけ,ウスターソース,1.2
15,10/3/2022,ハンバーグきのこソースかけ,みりん,0.8
16,10/3/2022,ハンバーグきのこソースかけ,上白糖,0.75
17,10/3/2022,ハンバーグきのこソースかけ,濃口しょうゆ,0.5
18,10/3/2022,ハンバーグきのこソースかけ,水,3.5
19,10/3/2022,ゆでブロッコリー,（冷）ブロッコリー,30
20,10/3/2022,ゆでブロッコリー,ゆで塩,0.5
21,10/3/2022,野菜のみそ汁,油揚げ,5
22,10/3/2022,野菜のみそ汁,玉葱,20
23,10/3/2022,野菜のみそ汁,大根,15
24,10/3/2022,野菜のみそ汁,人参,8
25,10/3/2022,野菜のみそ汁,中ねぎ,5
26,10/3/2022,野菜のみそ汁,干しわかめ（カット）,0.5
27,10/3/2022,野菜のみそ汁,中みそ,5.5
28,10/3/2022,野菜のみそ汁,白みそ,5
29,10/3/2022,野菜のみそ汁,煮干し　だし用,4
30,10/3/2022,野菜のみそ汁,水,110
31,10/4/2022,コッペパン,コッペパン,60
32,10/4/2022,牛乳,牛乳,206
33,10/4/2022,ポトフ,粗挽きウインナー（2㎝カット）,25
34,10/4/2022,ポトフ,じゃがいも,50
35,10/4/2022,ポトフ,玉葱,40
36,10/4/2022,ポトフ,キャベツ,20
37,10/4/2022,ポトフ,人参,15
38,10/4/2022,ポトフ,（冷）白いんげん豆,15
39,10/4/2022,ポトフ,セロリ,2
40,10/4/2022,ポトフ,パセリ,0.7
41,10/4/2022,ポトフ,サラダ油,1
42,10/4/2022,ポトフ,（レト）がらスープ,4
43,10/4/2022,ポトフ,白ぶどう酒,1
44,10/4/2022,ポトフ,食塩,0.45
45,10/4/2022,ポトフ,チキンコンソメ,0.3
46,10/4/2022,ポトフ,こしょう,0.03
47,10/4/2022,ポトフ,ローリエ,0.1
48,10/4/2022,ポトフ,湯,65
49,10/4/2022,野菜とまぐろのソテー,（レト）まぐろ油漬,12
50,10/4/2022,野菜とまぐろのソテー,清酒,1
51,10/4/2022,野菜とまぐろのソテー,小松菜,25
52,10/4/2022,野菜とまぐろのソテー,もやし,30
53,10/4/2022,野菜とまぐろのソテー,人参,10
54,10/4/2022,野菜とまぐろのソテー,（缶）ホールコーン,8
55,10/4/2022,野菜とまぐろのソテー,サラダ油,1
56,10/4/2022,野菜とまぐろのソテー,チキンコンソメ,0.2
57,10/4/2022,野菜とまぐろのソテー,食塩,0.15
58,10/4/2022,野菜とまぐろのソテー,こしょう,0.05
59,10/4/2022,ヨーグルト・希少糖入りシロップ,（個）ヨーグルト（無糖）,70
60,10/4/2022,ヨーグルト・希少糖入りシロップ,（個）希少糖入りシロップ,10
61,10/5/2022,麦ごはん,精白米（委託）,70
62,10/5/2022,麦ごはん,米粒麦　委託　,7
63,10/5/2022,牛乳,牛乳,206
64,10/5/2022,とり肉のすだちソースかけ,鶏肉　胸・皮なし（2×2㎝）,30
65,10/5/2022,とり肉のすだちソースかけ,鶏肉　もも・皮なし（2×2㎝）,20
66,10/5/2022,とり肉のすだちソースかけ,清酒,2
67,10/5/2022,とり肉のすだちソースかけ,食塩,0.15
68,10/5/2022,とり肉のすだちソースかけ,でんぷん,6
69,10/5/2022,とり肉のすだちソースかけ,なたね油,5
70,10/5/2022,とり肉のすだちソースかけ,三温糖,3
71,10/5/2022,とり肉のすだちソースかけ,すだち酢,3.5
72,10/5/2022,とり肉のすだちソースかけ,濃口しょうゆ,2
73,10/5/2022,とり肉のすだちソースかけ,みりん,1
74,10/5/2022,とり肉のすだちソースかけ,でんぷん,0.2
75,10/5/2022,とり肉のすだちソースかけ,湯,6
76,10/5/2022,チンゲンサイのあえもの,キャベツ,30
77,10/5/2022,チンゲンサイのあえもの,チンゲンサイ,25
78,10/5/2022,チンゲンサイのあえもの,人参,10
79,10/5/2022,チンゲンサイのあえもの,（個）和風ドレッシング,8
80,10/5/2022,なすのみそ汁,油揚げ,5
81,10/5/2022,なすのみそ汁,豆腐,25
82,10/5/2022,なすのみそ汁,なす,15
83,10/5/2022,なすのみそ汁,玉葱,15
84,10/5/2022,なすのみそ汁,中ねぎ,5
85,10/5/2022,なすのみそ汁,中みそ,5.5
86,10/5/2022,なすのみそ汁,白みそ,5
87,10/5/2022,なすのみそ汁,煮干し　だし用,4
88,10/5/2022,なすのみそ汁,湯,110
89,10/6/2022,麦ごはん,精白米（委託）,66
90,10/6/2022,麦ごはん,米粒麦　委託　,6
91,10/6/2022,牛乳,牛乳,206
92,10/6/2022,厚揚げとピーマンのみそ炒め,豚肉赤身（2×2㎝スライス）,20
93,10/6/2022,厚揚げとピーマンのみそ炒め,清酒,2
94,10/6/2022,厚揚げとピーマンのみそ炒め,（冷）厚揚げ（カット）,50
95,10/6/2022,厚揚げとピーマンのみそ炒め,玉葱,40
96,10/6/2022,厚揚げとピーマンのみそ炒め,ピーマン,12
97,10/6/2022,厚揚げとピーマンのみそ炒め,人参,10
98,10/6/2022,厚揚げとピーマンのみそ炒め,たけのこ水煮（ホール）,8
99,10/6/2022,厚揚げとピーマンのみそ炒め,生しいたけ（スライス）,2
100,10/6/2022,厚揚げとピーマンのみそ炒め,生姜,0.6
101,10/6/2022,厚揚げとピーマンのみそ炒め,にんにく　,0.2
102,10/6/2022,厚揚げとピーマンのみそ炒め,ごま油,0.8
103,10/6/2022,厚揚げとピーマンのみそ炒め,赤みそ,3
104,10/6/2022,厚揚げとピーマンのみそ炒め,中双糖,2
105,10/6/2022,厚揚げとピーマンのみそ炒め,濃口しょうゆ,2
106,10/6/2022,厚揚げとピーマンのみそ炒め,チキンコンソメ,0.6
107,10/6/2022,厚揚げとピーマンのみそ炒め,豆板醤,0.03
108,10/6/2022,厚揚げとピーマンのみそ炒め,でんぷん,1
109,10/6/2022,厚揚げとピーマンのみそ炒め,湯,20
110,10/6/2022,もやしのあえもの,もやし,40
111,10/6/2022,もやしのあえもの,きゅうり,25
112,10/6/2022,もやしのあえもの,（缶）ホールコーン,7
113,10/6/2022,もやしのあえもの,（個）青じそドレッシング,8
114,10/6/2022,しじみの佃煮,（レト）しじみ佃煮,10
115,10/6/2022,パイナップル,（個）冷凍生パイン,40
116,10/7/2022,麦ごはん,精白米（委託）,70
117,10/7/2022,麦ごはん,米粒麦　委託　,7
118,10/7/2022,牛乳,牛乳,206
119,10/7/2022,さんまの蒲焼き風,(冷)さんま開き でんぷん付き,40
120,10/7/2022,さんまの蒲焼き風,なたね油,4
121,10/7/2022,さんまの蒲焼き風,生姜,1.2
122,10/7/2022,さんまの蒲焼き風,濃口しょうゆ,3
123,10/7/2022,さんまの蒲焼き風,上白糖,3
124,10/7/2022,さんまの蒲焼き風,みりん,1.8
125,10/7/2022,さんまの蒲焼き風,清酒,1.8
126,10/7/2022,さんまの蒲焼き風,でんぷん,0.2
127,10/7/2022,さんまの蒲焼き風,湯,4
128,10/7/2022,野菜のごまあえ,（冷）小松菜,25
129,10/7/2022,野菜のごまあえ,キャベツ,25
130,10/7/2022,野菜のごまあえ,人参,7
131,10/7/2022,野菜のごまあえ,炒り白ごま,1
132,10/7/2022,野菜のごまあえ,（個）ゆずかつおドレッシング,10
133,10/7/2022,すまし汁,型抜きかまぼこ（小菊）,6
134,10/7/2022,すまし汁,玉葱,25
135,10/7/2022,すまし汁,えのきたけ,13
136,10/7/2022,すまし汁,中ねぎ,5
137,10/7/2022,すまし汁,干しわかめ（カット）,0.5
138,10/7/2022,すまし汁,濃口しょうゆ,1
139,10/7/2022,すまし汁,清酒,1
140,10/7/2022,すまし汁,食塩,0.5
141,10/7/2022,すまし汁,削り節　だし用,4
142,10/7/2022,すまし汁,出し昆布,1
143,10/7/2022,すまし汁,水,130
144,10/11/2022,小型コッペパン,コッペパン,40
145,10/11/2022,牛乳,牛乳,206
146,10/11/2022,きのこスパゲティ,スパゲティ（ハーフ）,35
147,10/11/2022,きのこスパゲティ,ゆで塩,1.5
148,10/11/2022,きのこスパゲティ,鶏肉胸・皮なし(1×1㎝),12
149,10/11/2022,きのこスパゲティ,鶏肉もも・皮なし(1×1㎝),8
150,10/11/2022,きのこスパゲティ,清酒,1
151,10/11/2022,きのこスパゲティ,ベーコン（短冊）,10
152,10/11/2022,きのこスパゲティ,玉葱,40
153,10/11/2022,きのこスパゲティ,人参,10
154,10/11/2022,きのこスパゲティ,えのきたけ,8
155,10/11/2022,きのこスパゲティ,エリンギカット,8
156,10/11/2022,きのこスパゲティ,しめじ,8
157,10/11/2022,きのこスパゲティ,ピーマン,5
158,10/11/2022,きのこスパゲティ,にんにく　,0.5
