#property,lunchDay,menuName,foodName,quantity
1,7/3/2023,たこめし（麦入り）,精白米（自校）,55
2,7/3/2023,たこめし（麦入り）,米粒麦　自校,5
3,7/3/2023,たこめし（麦入り）,鉄強化米,0.5
4,7/3/2023,たこめし（麦入り）,（冷）たこ（１㎝）瀬戸内海産,30
5,7/3/2023,たこめし（麦入り）,生姜,1
6,7/3/2023,たこめし（麦入り）,油揚げ,5
7,7/3/2023,たこめし（麦入り）,洗いごぼう,7
8,7/3/2023,たこめし（麦入り）,人参,5
9,7/3/2023,たこめし（麦入り）,（冷）むき枝豆　１㎏,5
10,7/3/2023,たこめし（麦入り）,干ししいたけ（スライス）,0.8
11,7/3/2023,たこめし（麦入り）,サラダ油,1
12,7/3/2023,たこめし（麦入り）,しょうゆ,3
13,7/3/2023,たこめし（麦入り）,清酒,2
14,7/3/2023,たこめし（麦入り）,上白糖,1
15,7/3/2023,たこめし（麦入り）,食塩,0.1
16,7/3/2023,たこめし（麦入り）,出し昆布,1
17,7/3/2023,牛乳,牛乳,206
18,7/3/2023,ごまあえ,キャベツ,30
19,7/3/2023,ごまあえ,小松菜,20
20,7/3/2023,ごまあえ,人参,10
21,7/3/2023,ごまあえ,炒り白ごま,1
22,7/3/2023,ごまあえ,（個）ゆずかつおドレッシング,10
23,7/3/2023,すいとん汁,（冷）すいとん,25
24,7/3/2023,すいとん汁,油揚げ,5
25,7/3/2023,すいとん汁,玉葱,25
26,7/3/2023,すいとん汁,人参,10
27,7/3/2023,すいとん汁,中ねぎ,5
28,7/3/2023,すいとん汁,中みそ,6
29,7/3/2023,すいとん汁,甘みそ,5
30,7/3/2023,すいとん汁,煮干し　だし用,4
31,7/3/2023,すいとん汁,水,110
32,7/3/2023,ミックスナッツ（中のみ）,（個）ミックスナッツ,15
33,7/4/2023,麦ごはん,精白米（委託）,70
34,7/4/2023,麦ごはん,米粒麦　委託　,7
35,7/4/2023,牛乳,牛乳,206
36,7/4/2023,あじのなんばんづけ,（冷）アジ　一口カット打ち粉付き,30
37,7/4/2023,あじのなんばんづけ,なたね油,4
38,7/4/2023,あじのなんばんづけ,細ねぎ,2
39,7/4/2023,あじのなんばんづけ,食酢,3
40,7/4/2023,あじのなんばんづけ,しょうゆ,2.2
41,7/4/2023,あじのなんばんづけ,上白糖,2.2
42,7/4/2023,あじのなんばんづけ,みりん,0.8
43,7/4/2023,あじのなんばんづけ,一味,0.01
44,7/4/2023,あじのなんばんづけ,水,1.1
45,7/4/2023,夏野菜のあえもの,アスパラガス,20
46,7/4/2023,夏野菜のあえもの,きゅうり,20
47,7/4/2023,夏野菜のあえもの,（缶）ホールコーン,8
48,7/4/2023,夏野菜のあえもの,オクラ,10
49,7/4/2023,夏野菜のあえもの,（個）和風ドレッシング,8
50,7/4/2023,そうめん汁,型抜きかまぼこ（星）,8
51,7/4/2023,そうめん汁,油揚げ,7
52,7/4/2023,そうめん汁,玉葱,25
53,7/4/2023,そうめん汁,人参,10
54,7/4/2023,そうめん汁,中ねぎ,5
