#property,lunchDay,menuName,foodName,quantity
1,3/1/2023,コッペパン,コッペパン,60
2,3/1/2023,いちごジャム,（個）いちごジャム,15
3,3/1/2023,牛乳,牛乳,206
4,3/1/2023,チリコンカーン,豚肉赤身ミンチ,20
5,3/1/2023,チリコンカーン,（冷）白いんげん豆,20
6,3/1/2023,チリコンカーン,（冷）金時豆,15
7,3/1/2023,チリコンカーン,じゃがいも,55
8,3/1/2023,チリコンカーン,玉葱,40
9,3/1/2023,チリコンカーン,トマト水煮,8
10,3/1/2023,チリコンカーン,にんにく　,1
11,3/1/2023,チリコンカーン,パセリ,0.8
12,3/1/2023,チリコンカーン,サラダ油,1
13,3/1/2023,チリコンカーン,トマトケチャップ,6
14,3/1/2023,チリコンカーン,中双糖,1.5
15,3/1/2023,チリコンカーン,ウスターソース,1
16,3/1/2023,チリコンカーン,赤ぶどう酒,1
17,3/1/2023,チリコンカーン,チキンコンソメ,0.5
18,3/1/2023,チリコンカーン,食塩,0.3
19,3/1/2023,チリコンカーン,チリパウダー,0.05
20,3/1/2023,チリコンカーン,湯,30
21,3/1/2023,フレンチサラダ,ロースハム（短冊）卵抜き,5
22,3/1/2023,フレンチサラダ,ブロッコリー（カット）,25
23,3/1/2023,フレンチサラダ,キャベツ,15
24,3/1/2023,フレンチサラダ,きゅうり,10
25,3/1/2023,フレンチサラダ,食酢,3.4
26,3/1/2023,フレンチサラダ,上白糖,1.5
27,3/1/2023,フレンチサラダ,サラダ油,2
28,3/1/2023,フレンチサラダ,食塩,0.3
29,3/1/2023,フレンチサラダ,こしょう,0.03
30,3/2/2023,麦ごはん,精白米（委託）,70
31,3/2/2023,麦ごはん,米粒麦　委託　,7
32,3/2/2023,牛乳,牛乳,206
33,3/2/2023,さばの塩こうじ焼き,（冷）さばの塩麹焼き,60
34,3/2/2023,切りぼし大根のあえもの,切干し大根,5
35,3/2/2023,切りぼし大根のあえもの,きゅうり,15
36,3/2/2023,切りぼし大根のあえもの,人参,5
37,3/2/2023,切りぼし大根のあえもの,（乾）刻み昆布,0.5
38,3/2/2023,切りぼし大根のあえもの,濃口しょうゆ,2.7
39,3/2/2023,切りぼし大根のあえもの,食酢,2.2
40,3/2/2023,切りぼし大根のあえもの,ごま油,1
41,3/2/2023,切りぼし大根のあえもの,上白糖,1.2
42,3/2/2023,切りぼし大根のあえもの,炒り白ごま,0.5
43,3/2/2023,とん汁,豚肉赤身（3×3㎝スライス）,10
44,3/2/2023,とん汁,さつまいも（2㎝角）,40
45,3/2/2023,とん汁,洗いごぼう,7
46,3/2/2023,とん汁,つきこんにゃく,7
47,3/2/2023,とん汁,人参,5
48,3/2/2023,とん汁,もやし,5
49,3/2/2023,とん汁,中ねぎ,5
50,3/2/2023,とん汁,麦みそ,9
51,3/2/2023,とん汁,煮干し　だし用,4
52,3/2/2023,とん汁,水,110
53,3/2/2023,いちご大福,（個）大福もち(豆乳いちご),30
54,3/3/2023,ばらずし,精白米（自校）,65
55,3/3/2023,ばらずし,鉄強化米,0.5
56,3/3/2023,ばらずし,清酒,3
57,3/3/2023,ばらずし,出し昆布,0.8
58,3/3/2023,ばらずし,食酢,10
59,3/3/2023,ばらずし,上白糖,8
60,3/3/2023,ばらずし,食塩,0.8
61,3/3/2023,ばらずし,（冷）むきえび,15
62,3/3/2023,ばらずし,清酒,1
63,3/3/2023,ばらずし,油揚げ,8
64,3/3/2023,ばらずし,高野豆腐（すし用）,1
65,3/3/2023,ばらずし,ごぼう（ささがき・小さめ）,8
66,3/3/2023,ばらずし,人参,10
67,3/3/2023,ばらずし,（冷）グリンピース,5
68,3/3/2023,ばらずし,干ししいたけ（スライス）,0.8
