#property,lunchDay,menuName,foodName,quantity
1,4/10/2023,カレーピラフ,精白米（自校）,60
2,4/10/2023,カレーピラフ,鉄強化米,0.5
3,4/10/2023,カレーピラフ,(冷)鶏肉胸・皮なし(1×1㎝),12
4,4/10/2023,カレーピラフ,(冷)鶏肉もも・皮なし(1×1㎝),8
5,4/10/2023,カレーピラフ,白ぶどう酒,1
6,4/10/2023,カレーピラフ,玉葱,12
7,4/10/2023,カレーピラフ,人参,8
8,4/10/2023,カレーピラフ,エリンギカット,5
9,4/10/2023,カレーピラフ,（冷）むき枝豆,5
10,4/10/2023,カレーピラフ,サラダ油,1
11,4/10/2023,カレーピラフ,カレー粉,0.7
12,4/10/2023,カレーピラフ,ウスターソース,0.7
13,4/10/2023,カレーピラフ,チキンコンソメ,0.4
14,4/10/2023,カレーピラフ,食塩,0.65
15,4/10/2023,カレーピラフ,こしょう,0.03
16,4/10/2023,牛乳,牛乳,206
17,4/10/2023,ツナサラダ,（レト）まぐろ油漬,15
18,4/10/2023,ツナサラダ,（冷）ブロッコリー,15
19,4/10/2023,ツナサラダ,きゅうり,20
20,4/10/2023,ツナサラダ,（缶）ホールコーン,10
21,4/10/2023,ツナサラダ,食酢,3
22,4/10/2023,ツナサラダ,サラダ油,1
23,4/10/2023,ツナサラダ,上白糖,0.7
24,4/10/2023,ツナサラダ,食塩,0.3
25,4/10/2023,ツナサラダ,こしょう,0.04
26,4/10/2023,ウインナーと野菜のスープ,粗挽きウインナー（１㎝）,20
27,4/10/2023,ウインナーと野菜のスープ,（冷）白いんげん豆,15
28,4/10/2023,ウインナーと野菜のスープ,玉葱,40
29,4/10/2023,ウインナーと野菜のスープ,キャベツ,25
30,4/10/2023,ウインナーと野菜のスープ,人参,15
31,4/10/2023,ウインナーと野菜のスープ,セロリ,2
32,4/10/2023,ウインナーと野菜のスープ,パセリ,0.5
33,4/10/2023,ウインナーと野菜のスープ,ローリエ,0.1
34,4/10/2023,ウインナーと野菜のスープ,サラダ油,1
35,4/10/2023,ウインナーと野菜のスープ,（レト）がらスープ,4
36,4/10/2023,ウインナーと野菜のスープ,白ぶどう酒,1
37,4/10/2023,ウインナーと野菜のスープ,チキンコンソメ,0.4
38,4/10/2023,ウインナーと野菜のスープ,食塩,0.5
39,4/10/2023,ウインナーと野菜のスープ,こしょう,0.03
40,4/10/2023,ウインナーと野菜のスープ,湯,80
41,4/11/2023,麦ごはん,精白米（委託）,70
42,4/11/2023,麦ごはん,米粒麦　委託　,7
43,4/11/2023,牛乳,牛乳,206
44,4/11/2023,さけのなんばんづけ,（冷）鮭（2㎝角）骨皮なし,50
45,4/11/2023,さけのなんばんづけ,清酒,1
46,4/11/2023,さけのなんばんづけ,食塩,0.1
47,4/11/2023,さけのなんばんづけ,でんぷん,6
48,4/11/2023,さけのなんばんづけ,なたね油,5
49,4/11/2023,さけのなんばんづけ,中ねぎ,2
50,4/11/2023,さけのなんばんづけ,食酢,3.5
51,4/11/2023,さけのなんばんづけ,濃口しょうゆ,2.5
52,4/11/2023,さけのなんばんづけ,上白糖,2.5
53,4/11/2023,さけのなんばんづけ,みりん,0.9
54,4/11/2023,さけのなんばんづけ,一味,0.01
55,4/11/2023,さけのなんばんづけ,水,1.3
56,4/11/2023,切ぼし大根のあえもの,小松菜,20
57,4/11/2023,切ぼし大根のあえもの,人参,7
58,4/11/2023,切ぼし大根のあえもの,切干し大根,5
59,4/11/2023,切ぼし大根のあえもの,（乾）刻み昆布,0.5
60,4/11/2023,切ぼし大根のあえもの,濃口しょうゆ,2.5
61,4/11/2023,切ぼし大根のあえもの,食酢,2.5
62,4/11/2023,切ぼし大根のあえもの,上白糖,1.5
63,4/11/2023,切ぼし大根のあえもの,サラダ油,0.7
64,4/11/2023,とん汁,豚肉赤身（3×3㎝スライス）,15
65,4/11/2023,とん汁,もやし,20
66,4/11/2023,とん汁,洗いごぼう,10
67,4/11/2023,とん汁,人参,10
68,4/11/2023,とん汁,つきこんにゃく,7
69,4/11/2023,とん汁,中ねぎ,5
70,4/11/2023,とん汁,麦みそ,9
71,4/11/2023,とん汁,煮干し　だし用,4
72,4/11/2023,とん汁,水,110
73,4/12/2023,ガーリックピラフ（麦入り）,精白米（自校）,55
74,4/12/2023,ガーリックピラフ（麦入り）,米粒麦　自校,5
75,4/12/2023,ガーリックピラフ（麦入り）,鉄強化米,0.5
76,4/12/2023,ガーリックピラフ（麦入り）,(冷)鶏肉胸・皮なし(1×1㎝),15
77,4/12/2023,ガーリックピラフ（麦入り）,(冷)鶏肉もも・皮なし(1×1㎝),10
78,4/12/2023,ガーリックピラフ（麦入り）,白ぶどう酒,1
79,4/12/2023,ガーリックピラフ（麦入り）,玉葱,15
80,4/12/2023,ガーリックピラフ（麦入り）,人参,5
81,4/12/2023,ガーリックピラフ（麦入り）,エリンギカット,5
82,4/12/2023,ガーリックピラフ（麦入り）,（冷）むき枝豆,3
83,4/12/2023,ガーリックピラフ（麦入り）,にんにく　,1
84,4/12/2023,ガーリックピラフ（麦入り）,サラダ油,1.2
85,4/12/2023,ガーリックピラフ（麦入り）,バター,0.6
86,4/12/2023,ガーリックピラフ（麦入り）,チキンコンソメ,0.6
87,4/12/2023,ガーリックピラフ（麦入り）,食塩,0.6
88,4/12/2023,ガーリックピラフ（麦入り）,こしょう,0.04
89,4/12/2023,牛乳,牛乳,206
90,4/12/2023,キャロットサラダ,（レト）まぐろ油漬,12
91,4/12/2023,キャロットサラダ,人参,25
92,4/12/2023,キャロットサラダ,きゅうり,15
93,4/12/2023,キャロットサラダ,食酢,2
94,4/12/2023,キャロットサラダ,上白糖,1
95,4/12/2023,キャロットサラダ,サラダ油,0.5
96,4/12/2023,キャロットサラダ,オリーブ油,0.5
97,4/12/2023,キャロットサラダ,食塩,0.25
98,4/12/2023,キャロットサラダ,こしょう,0.04
99,4/12/2023,マカロニスープ,ベーコン（短冊）,7
100,4/12/2023,マカロニスープ,（冷）白いんげん豆,12
101,4/12/2023,マカロニスープ,玉葱,30
102,4/12/2023,マカロニスープ,マカロニ（シエル）,5
103,4/12/2023,マカロニスープ,パセリ,0.5
104,4/12/2023,マカロニスープ,サラダ油,0.5
105,4/12/2023,マカロニスープ,（レト）がらスープ,4
106,4/12/2023,マカロニスープ,濃口しょうゆ,0.5
107,4/12/2023,マカロニスープ,チキンコンソメ,0.4
108,4/12/2023,マカロニスープ,食塩,0.4
109,4/12/2023,マカロニスープ,こしょう,0.03
110,4/12/2023,マカロニスープ,湯,125
111,4/12/2023,豆乳プリン,（個）豆乳プリン,40
112,4/13/2023,麦ごはん,精白米（委託）,70
113,4/13/2023,麦ごはん,米粒麦　委託　,7
114,4/13/2023,牛乳,牛乳,206
115,4/13/2023,ホイコーロー,豚肉赤身（3×3㎝スライス）,40
116,4/13/2023,ホイコーロー,濃口しょうゆ,1
117,4/13/2023,ホイコーロー,清酒,1
118,4/13/2023,ホイコーロー,キャベツ,40
119,4/13/2023,ホイコーロー,玉葱,35
120,4/13/2023,ホイコーロー,たけのこ水煮（ホール）,15
121,4/13/2023,ホイコーロー,人参,10
122,4/13/2023,ホイコーロー,ピーマン,8
123,4/13/2023,ホイコーロー,生姜,1
124,4/13/2023,ホイコーロー,にんにく　,0.5
125,4/13/2023,ホイコーロー,サラダ油,1
126,4/13/2023,ホイコーロー,赤みそ,2
127,4/13/2023,ホイコーロー,濃口しょうゆ,1
128,4/13/2023,ホイコーロー,清酒,1
129,4/13/2023,ホイコーロー,上白糖,0.7
130,4/13/2023,ホイコーロー,豆板醤,0.05
131,4/13/2023,ホイコーロー,ごま油,0.5
132,4/13/2023,ビーフンサラダ,ロースハム（短冊）卵抜き,7
133,4/13/2023,ビーフンサラダ,もやし,25
134,4/13/2023,ビーフンサラダ,きゅうり,15
135,4/13/2023,ビーフンサラダ,人参,8
136,4/13/2023,ビーフンサラダ,ビーフン,5
137,4/13/2023,ビーフンサラダ,濃口しょうゆ,2.5
138,4/13/2023,ビーフンサラダ,食酢,2.5
139,4/13/2023,ビーフンサラダ,上白糖,1.3
140,4/13/2023,ビーフンサラダ,ごま油,1
141,4/13/2023,ビーフンサラダ,からし粉,0.05
142,4/13/2023,ミニトマト,ミニトマト,30
143,4/14/2023,小型コッペパン,コッペパン,30
144,4/14/2023,牛乳,牛乳,206
145,4/14/2023,ソース焼きスパゲティ,スパゲティ（ハーフ）,35
146,4/14/2023,ソース焼きスパゲティ,ゆで塩,1.5
147,4/14/2023,ソース焼きスパゲティ,豚肉並（2×2㎝スライス）,20
148,4/14/2023,ソース焼きスパゲティ,清酒,1.5
149,4/14/2023,ソース焼きスパゲティ,キャベツ,30
150,4/14/2023,ソース焼きスパゲティ,玉葱,20
151,4/14/2023,ソース焼きスパゲティ,人参,10
152,4/14/2023,ソース焼きスパゲティ,生しいたけ（スライス）,5
153,4/14/2023,ソース焼きスパゲティ,中ねぎ,5
154,4/14/2023,ソース焼きスパゲティ,生姜,1
155,4/14/2023,ソース焼きスパゲティ,にんにく　,0.1
156,4/14/2023,ソース焼きスパゲティ,サラダ油,2
157,4/14/2023,ソース焼きスパゲティ,とんかつソース,9
158,4/14/2023,ソース焼きスパゲティ,ウスターソース,2.5
159,4/14/2023,ソース焼きスパゲティ,食塩,0.25
160,4/14/2023,ソース焼きスパゲティ,こしょう,0.05
161,4/14/2023,ソース焼きスパゲティ,粉かつお,0.5
162,4/14/2023,ソース焼きスパゲティ,青のり粉,0.2
163,4/14/2023,ひじきと大豆のサラダ,（レト）蒸大豆　国産,12
164,4/14/2023,ひじきと大豆のサラダ,きゅうり,25
165,4/14/2023,ひじきと大豆のサラダ,人参,10
166,4/14/2023,ひじきと大豆のサラダ,（缶）ホールコーン,7
167,4/14/2023,ひじきと大豆のサラダ,（乾）ひじき,1
168,4/14/2023,ひじきと大豆のサラダ,焙煎ごまドレッシング,10
169,4/14/2023,はっさく,はっさく,50
170,4/17/2023,麦ごはん,精白米（委託）,70
171,4/17/2023,麦ごはん,米粒麦　委託　,7
172,4/17/2023,牛乳,牛乳,206
173,4/17/2023,さばのしょうが煮,（冷）さばの生姜煮,70
174,4/17/2023,野菜のごまあえ,もやし,30
175,4/17/2023,野菜のごまあえ,小松菜,25
176,4/17/2023,野菜のごまあえ,人参,10
177,4/17/2023,野菜のごまあえ,炒り白ごま,1
178,4/17/2023,野菜のごまあえ,濃口しょうゆ,2.5
179,4/17/2023,野菜のごまあえ,食酢,0.4
180,4/17/2023,野菜のごまあえ,上白糖,0.35
181,4/17/2023,春大根のみそ汁,豆腐,15
182,4/17/2023,春大根のみそ汁,油揚げ,5
183,4/17/2023,春大根のみそ汁,春大根,30
184,4/17/2023,春大根のみそ汁,玉葱,20
185,4/17/2023,春大根のみそ汁,中ねぎ,5
186,4/17/2023,春大根のみそ汁,中みそ,6
187,4/17/2023,春大根のみそ汁,白みそ,5
188,4/17/2023,春大根のみそ汁,煮干し　だし用,4
189,4/17/2023,春大根のみそ汁,水,100
190,4/18/2023,赤飯,精白米（自校）,55
191,4/18/2023,赤飯,もち米,20
192,4/18/2023,赤飯,（乾）小豆,7
193,4/18/2023,赤飯,食塩,0.6
194,4/18/2023,赤飯,炒り白ごま,0.7
195,4/18/2023,牛乳,牛乳,206
196,4/18/2023,とり肉のからあげ,鶏肉　胸・皮なし（2×2㎝）,30
197,4/18/2023,とり肉のからあげ,鶏肉　もも・皮なし（2×2㎝）,20
198,4/18/2023,とり肉のからあげ,濃口しょうゆ,2
199,4/18/2023,とり肉のからあげ,清酒,0.7
200,4/18/2023,とり肉のからあげ,生姜,0.7
201,4/18/2023,とり肉のからあげ,米粉,4
202,4/18/2023,とり肉のからあげ,でんぷん,2
203,4/18/2023,とり肉のからあげ,なたね油,5
204,4/18/2023,ゆで野菜,キャベツ,30
205,4/18/2023,ゆで野菜,人参,5
206,4/18/2023,ゆで野菜,ゆで塩,0.5
207,4/18/2023,お祝いすまし汁,（冷）豆腐（カット）,20
208,4/18/2023,お祝いすまし汁,型抜きかまぼこ（桜）,6
209,4/18/2023,お祝いすまし汁,玉葱,25
210,4/18/2023,お祝いすまし汁,たけのこ水煮（短冊切り）,10
211,4/18/2023,お祝いすまし汁,中ねぎ,5
212,4/18/2023,お祝いすまし汁,清酒,1
213,4/18/2023,お祝いすまし汁,濃口しょうゆ,0.5
214,4/18/2023,お祝いすまし汁,食塩,0.4
215,4/18/2023,お祝いすまし汁,削り節　だし用,4
216,4/18/2023,お祝いすまし汁,出し昆布,1
217,4/18/2023,お祝いすまし汁,水,115
218,4/18/2023,いちごゼリー,（個）いちごゼリー,40
219,4/19/2023,麦ごはん,精白米（委託）,70
220,4/19/2023,麦ごはん,米粒麦　委託　,7
221,4/19/2023,牛乳,牛乳,206
222,4/19/2023,マーボーどうふ,豚肉赤身ミンチ,20
226,4/19/2023,マーボーどうふ,清酒,1
227,4/19/2023,マーボーどうふ,豆腐,80
228,4/19/2023,マーボーどうふ,玉葱,35
229,4/19/2023,マーボーどうふ,人参,10
230,4/19/2023,マーボーどうふ,生しいたけ（スライス）,5
231,4/19/2023,マーボーどうふ,中ねぎ,5
232,4/19/2023,マーボーどうふ,生姜,1
233,4/19/2023,マーボーどうふ,にんにく　,0.8
234,4/19/2023,マーボーどうふ,サラダ油,1
235,4/19/2023,マーボーどうふ,トマトケチャップ,7
236,4/19/2023,マーボーどうふ,濃口しょうゆ,3.5
237,4/19/2023,マーボーどうふ,（レト）がらスープ,3
238,4/19/2023,マーボーどうふ,赤みそ,2
239,4/19/2023,マーボーどうふ,清酒,1
240,4/19/2023,マーボーどうふ,三温糖,0.5
241,4/19/2023,マーボーどうふ,チキンコンソメ,0.4
242,4/19/2023,マーボーどうふ,食塩,0.15
243,4/19/2023,マーボーどうふ,豆板醤,0.1
244,4/19/2023,マーボーどうふ,でんぷん,1
245,4/19/2023,マーボーどうふ,ごま油,0.1
246,4/19/2023,マーボーどうふ,湯,35
247,4/19/2023,チンゲンサイのサラダ,ロースハム（短冊）卵抜き,7
248,4/19/2023,チンゲンサイのサラダ,チンゲンサイ,20
249,4/19/2023,チンゲンサイのサラダ,もやし,20
250,4/19/2023,チンゲンサイのサラダ,きゅうり,15
251,4/19/2023,チンゲンサイのサラダ,濃口しょうゆ,2
252,4/19/2023,チンゲンサイのサラダ,食酢,2
253,4/19/2023,チンゲンサイのサラダ,上白糖,1.2
254,4/19/2023,チンゲンサイのサラダ,ごま油,0.5
